"Strain","Location","Isolation.type","SNP.cluster","Min.same","AMR.genotypes","day","month","year","Isolation.source.category","region"
"Other","USA","clinical",NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE",25,9,2015,"Missing and Other","USA, General"
"Other","USA","clinical",NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",14,12,2015,"Missing and Other","USA, General"
"Other","USA","clinical",NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",19,12,2015,"Missing and Other","USA, General"
"Other","USA","clinical",NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE",23,9,2015,"Missing and Other","USA, General"
"Other","KS","environmental/other",NA,NA,"Other",3,11,2014,"Environment","Midwest"
"Other","USA","clinical",NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",14,1,2016,"Human","USA, General"
"Other","USA","clinical",NA,NA,"Other",12,11,2015,"Missing and Other","USA, General"
"Other","USA","clinical",NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",13,12,2013,"Missing and Other","USA, General"
"Other","USA","clinical",NA,NA,"Other",11,9,2015,"Missing and Other","USA, General"
"Other","NE","environmental/other",NA,NA,"Other",23,6,2015,"Missing and Other","Midwest"
"Other","NE","environmental/other",NA,NA,"Other",23,6,2015,"Missing and Other","Midwest"
"Other","DC","clinical",NA,NA,"Other",21,3,2014,"Human","South"
"Other","CO","environmental/other",NA,NA,"Other",29,6,2016,"Environment","West"
"Other","CO","environmental/other",NA,NA,"Other",15,6,2016,"Environment","West"
"Other","CO","environmental/other",NA,NA,"Other",17,6,2016,"Environment","West"
"Other","CO","environmental/other",NA,NA,"Other",7,11,2016,"Environment","West"
"Other","USA",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",14,5,2015,"Human","USA, General"
"Other","USA",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE",14,5,2015,"Human","USA, General"
"Other","CO","environmental/other",NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",3,7,2014,"Human","West"
"Other","WA","environmental/other",NA,NA,"Other",16,3,2016,"Human","West"
"Other","VA","environmental/other",NA,NA,"Other",9,7,2014,"Human","South"
"Other","USA",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",25,9,2015,"Human","USA, General"
"Other","USA",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",25,9,2015,"Missing and Other","USA, General"
"Other","USA",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",25,9,2015,"Human","USA, General"
"Other","CO","environmental/other",NA,NA,"Other",29,6,2016,"Environment","West"
"Other","AR",NA,NA,NA,"Other",22,7,2016,"Missing and Other","South"
"Other","AR",NA,NA,NA,"Other",22,7,2016,"Missing and Other","South"
"Other","NE","environmental/other",NA,NA,"Other",2,6,2014,"Cattle","Midwest"
"Other","NE","environmental/other",NA,NA,"Other",2,6,2014,"Cattle","Midwest"
"Other","NE","environmental/other",NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",2,6,2014,"Cattle","Midwest"
"Other","NE","environmental/other",NA,NA,"Other",2,6,2014,"Cattle","Midwest"
"Other","TX","environmental/other",NA,NA,"Other",2,6,2014,"Cattle","South"
"Other","NE","environmental/other",NA,NA,"Other",26,8,2013,"Cattle","Midwest"
"Other","NE","environmental/other",NA,NA,"Other",26,8,2013,"Cattle","Midwest"
"Other","NE","environmental/other",NA,NA,"Other",26,8,2013,"Cattle","Midwest"
"Other","NE","environmental/other",NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",26,8,2013,"Cattle","Midwest"
"Other","NE","environmental/other",NA,NA,"Other",26,8,2013,"Cattle","Midwest"
"Other","NE","environmental/other",NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",26,8,2013,"Cattle","Midwest"
"Other","NE","environmental/other",NA,NA,"Other",19,8,2013,"Cattle","Midwest"
"Other","NE","environmental/other",NA,NA,"Other",19,8,2013,"Cattle","Midwest"
"Other","NE","environmental/other",NA,NA,"Other",19,8,2013,"Cattle","Midwest"
"Other","NE","environmental/other",NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",19,8,2013,"Cattle","Midwest"
"Other","NE","environmental/other",NA,NA,"Other",19,8,2013,"Cattle","Midwest"
"Other","NE","environmental/other",NA,NA,"Other",12,8,2013,"Cattle","Midwest"
"Other","NE","environmental/other",NA,NA,"Other",12,8,2013,"Cattle","Midwest"
"Other","NE","environmental/other",NA,NA,"Other",22,7,2013,"Cattle","Midwest"
"Other","NE","environmental/other",NA,NA,"Other",8,7,2013,"Cattle","Midwest"
"Other","NE","environmental/other",NA,NA,"Other",8,7,2013,"Cattle","Midwest"
"Other","NE","environmental/other",NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,tet(A)=COMPLETE",8,7,2013,"Cattle","Midwest"
"Other","NE","environmental/other",NA,NA,"Other",10,6,2013,"Cattle","Midwest"
"Other","NE","environmental/other",NA,NA,"Other",8,7,2013,"Cattle","Midwest"
"Other","NE","environmental/other",NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",18,8,2014,"Cattle","Midwest"
"Other","NE","environmental/other",NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",18,8,2014,"Cattle","Midwest"
"Other","NE","environmental/other",NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",18,8,2014,"Cattle","Midwest"
"Other","NE","environmental/other",NA,NA,"Other",1,7,2013,"Cattle","Midwest"
"Other","NE","environmental/other",NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",18,8,2014,"Cattle","Midwest"
"Other","NE","environmental/other",NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",18,8,2014,"Cattle","Midwest"
"Other","TX","environmental/other",NA,NA,"Other",18,8,2014,"Cattle","South"
"Other","TX","environmental/other",NA,NA,"Other",18,8,2014,"Cattle","South"
"Other","NE","environmental/other",NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,tet(A)=COMPLETE",11,8,2014,"Cattle","Midwest"
"Other","NE","environmental/other",NA,NA,"Other",11,8,2014,"Cattle","Midwest"
"Other","NE","environmental/other",NA,NA,"Other",11,8,2014,"Cattle","Midwest"
"Other","NE","environmental/other",NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",11,8,2014,"Cattle","Midwest"
"Other","TX","environmental/other",NA,NA,"Other",11,8,2014,"Cattle","South"
"Other","TX","environmental/other",NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",11,8,2014,"Cattle","South"
"Other","TX","environmental/other",NA,NA,"Other",11,8,2014,"Cattle","South"
"Other","NE","environmental/other",NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",1,7,2013,"Cattle","Midwest"
"Other","NE","environmental/other",NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",4,8,2014,"Cattle","Midwest"
"Other","TX","environmental/other",NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",4,8,2014,"Cattle","South"
"Other","TX","environmental/other",NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",4,8,2014,"Cattle","South"
"Other","TX","environmental/other",NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",4,8,2014,"Cattle","South"
"Other","NE","environmental/other",NA,NA,"Other",28,7,2014,"Cattle","Midwest"
"Other","NE","environmental/other",NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",28,7,2014,"Cattle","Midwest"
"Other","NE","environmental/other",NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",1,7,2013,"Cattle","Midwest"
"Other","NE","environmental/other",NA,NA,"Other",28,7,2014,"Cattle","Midwest"
"Other","NE","environmental/other",NA,NA,"Other",28,7,2014,"Cattle","Midwest"
"Other","NE","environmental/other",NA,NA,"Other",1,7,2013,"Cattle","Midwest"
"Other","NE","environmental/other",NA,NA,"Other",21,7,2014,"Cattle","Midwest"
"Other","NE","environmental/other",NA,NA,"Other",21,7,2014,"Cattle","Midwest"
"Other","TX","environmental/other",NA,NA,"Other",21,7,2014,"Cattle","South"
"Other","TX","environmental/other",NA,NA,"Other",21,7,2014,"Cattle","South"
"Other","TX","environmental/other",NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",21,7,2014,"Cattle","South"
"Other","NE","environmental/other",NA,NA,"Other",14,7,2014,"Cattle","Midwest"
"Other","NE","environmental/other",NA,NA,"Other",14,7,2014,"Cattle","Midwest"
"Other","NE","environmental/other",NA,NA,"Other",14,7,2014,"Cattle","Midwest"
"Other","NE","environmental/other",NA,NA,"Other",14,7,2014,"Cattle","Midwest"
"Other","NE","environmental/other",NA,NA,"Other",14,7,2014,"Cattle","Midwest"
"Other","TX","environmental/other",NA,NA,"Other",14,7,2014,"Cattle","South"
"Other","TX","environmental/other",NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",14,7,2014,"Cattle","South"
"Other","NE","environmental/other",NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,tet(B)=COMPLETE",24,6,2013,"Cattle","Midwest"
"Other","NE","environmental/other",NA,NA,"acrF=MISTRANSLATION,blaEC=COMPLETE,mdtM=COMPLETE",7,7,2014,"Cattle","Midwest"
"Other","NE","environmental/other",NA,NA,"Other",7,7,2014,"Cattle","Midwest"
"Other","TX","environmental/other",NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",7,7,2014,"Cattle","South"
"Other","NE","environmental/other",NA,NA,"Other",30,6,2014,"Cattle","Midwest"
"Other","NE","environmental/other",NA,NA,"Other",30,6,2014,"Cattle","Midwest"
"Other","NE","environmental/other",NA,NA,"Other",30,6,2014,"Cattle","Midwest"
"Other","NE","environmental/other",NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,tet(A)=COMPLETE",30,6,2014,"Cattle","Midwest"
"Other","TX","environmental/other",NA,NA,"Other",30,6,2014,"Cattle","South"
"Other","TX","environmental/other",NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",30,6,2014,"Cattle","South"
"Other","TX","environmental/other",NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",23,6,2014,"Cattle","South"
"Other","TX","environmental/other",NA,NA,"Other",23,6,2014,"Cattle","South"
"Other","TX","environmental/other",NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",23,6,2014,"Cattle","South"
"Other","TX","environmental/other",NA,NA,"Other",23,6,2014,"Cattle","South"
"Other","TX","environmental/other",NA,NA,"Other",23,6,2014,"Cattle","South"
"Other","TX","environmental/other",NA,NA,"Other",23,6,2014,"Cattle","South"
"Other","TX","environmental/other",NA,NA,"Other",16,6,2014,"Cattle","South"
"Other","TX","environmental/other",NA,NA,"Other",16,6,2014,"Cattle","South"
"Other","TX","environmental/other",NA,NA,"Other",16,6,2014,"Cattle","South"
"Other","NE","environmental/other",NA,NA,"Other",9,6,2014,"Cattle","Midwest"
"Other","NE","environmental/other",NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",17,6,2013,"Cattle","Midwest"
"Other","CA","clinical",NA,NA,"Other",17,7,2015,"Human","West"
"Other","CA","clinical",NA,NA,"Other",17,7,2015,"Human","West"
"Other","CA","clinical",NA,NA,"Other",17,7,2015,"Human","West"
"Other","CA","clinical",NA,NA,"Other",24,2,2015,"Human","West"
"Other","CA","clinical",NA,NA,"Other",24,2,2015,"Human","West"
"Other","CA","clinical",NA,NA,"Other",12,11,2014,"Human","West"
"Other","CA","clinical",NA,NA,"Other",12,11,2014,"Human","West"
"Other","CA","clinical",NA,NA,"Other",24,2,2015,"Human","West"
"Other","CA","clinical",NA,NA,"Other",12,11,2014,"Human","West"
"Other","CA","clinical",NA,NA,"Other",12,11,2014,"Human","West"
"Other","CA","clinical",NA,NA,"Other",24,2,2015,"Human","West"
"Other","CA","clinical",NA,NA,"Other",24,2,2015,"Human","West"
"Other","CA","clinical",NA,NA,"Other",24,2,2015,"Human","West"
"Other","CA","clinical",NA,NA,"Other",24,2,2015,"Missing and Other","West"
"Other","CA","clinical",NA,NA,"Other",12,11,2014,"Human","West"
"Other","CA","clinical",NA,NA,"Other",24,2,2015,"Missing and Other","West"
"Other","CA","clinical",NA,NA,"Other",24,2,2015,"Human","West"
"Other","CA","clinical",NA,NA,"Other",12,11,2014,"Missing and Other","West"
"Other","CA","clinical",NA,NA,"Other",24,2,2015,"Missing and Other","West"
"Other","CA","clinical",NA,NA,"Other",24,2,2015,"Human","West"
"Other","CA","clinical",NA,NA,"Other",12,11,2014,"Human","West"
"Other","CA","clinical",NA,NA,"Other",24,2,2015,"Human","West"
"Other","CA","clinical",NA,NA,"Other",24,2,2015,"Human","West"
"Other","CA","clinical",NA,NA,"Other",12,11,2014,"Human","West"
"Other","CA","clinical",NA,NA,"Other",24,2,2015,"Human","West"
"Other","CA","clinical",NA,NA,"Other",12,11,2014,"Human","West"
"Other","CA","clinical",NA,NA,"Other",12,11,2014,"Human","West"
"Other","CA","clinical",NA,NA,"Other",12,11,2014,"Human","West"
"Other","CA","clinical",NA,NA,"Other",12,11,2014,"Human","West"
"Other","CA","clinical",NA,NA,"Other",12,11,2014,"Human","West"
"Other","CA","clinical",NA,NA,"Other",12,11,2014,"Human","West"
"Other","CA","clinical",NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",12,11,2014,"Human","West"
"Other","CA","clinical",NA,NA,"Other",12,11,2014,"Human","West"
"Other","CA","clinical",NA,NA,"Other",25,7,2015,"Human","West"
"Other","CA","clinical",NA,NA,"Other",11,1,2014,"Human","West"
"Other","CA","clinical",NA,NA,"Other",8,8,2015,"Human","West"
"Other","CA","clinical",NA,NA,"Other",31,5,2015,"Human","West"
"Other","CA","clinical",NA,NA,"Other",7,6,2015,"Human","West"
"Other","CA","clinical",NA,NA,"Other",19,6,2015,"Human","West"
"Other","CA","clinical",NA,NA,"Other",3,4,2014,"Human","West"
"Other","CA","clinical",NA,NA,"Other",1,5,2015,"Human","West"
"Other","CA","clinical",NA,NA,"Other",16,11,2013,"Missing and Other","West"
"Other","CA","clinical",NA,NA,"Other",1,4,2014,"Human","West"
"Other","CA","clinical",NA,NA,"Other",20,10,2013,"Human","West"
"Other","CA","clinical",NA,NA,"Other",9,4,2014,"Human","West"
"Other","CA","clinical",NA,NA,"Other",19,8,2013,"Human","West"
"Other","CA","clinical",NA,NA,"Other",17,8,2013,"Human","West"
"Other","CA","clinical",NA,NA,"Other",8,4,2015,"Human","West"
"Other","CA","clinical",NA,NA,"Other",3,6,2013,"Human","West"
"Other","CA","clinical",NA,NA,"Other",26,12,2014,"Human","West"
"Other","CA","clinical",NA,NA,"Other",1,2,2015,"Missing and Other","West"
"Other","CA","clinical",NA,NA,"Other",21,1,2015,"Human","West"
"Other","CA","clinical",NA,NA,"Other",18,4,2015,"Human","West"
"Other","VA","clinical",NA,NA,"Other",1,5,2015,"Human","South"
"Other","VA","clinical",NA,NA,"Other",1,7,2015,"Human","South"
"Other","VA","clinical",NA,NA,"Other",1,6,2015,"Human","South"
"Other","VA","clinical",NA,NA,"Other",1,10,2014,"Human","South"
"Other","VA","clinical",NA,NA,"Other",1,12,2016,"Human","South"
"Other","ID","environmental/other",NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",5,5,2016,"Missing and Other","West"
"Other","USA","clinical",NA,NA,"Other",23,3,2015,"Human","USA, General"
"Other","USA","clinical",NA,NA,"Other",30,3,2015,"Human","USA, General"
"Other","USA","clinical",NA,NA,"Other",20,4,2015,"Human","USA, General"
"Other","USA","clinical",NA,NA,"Other",9,3,2015,"Human","USA, General"
"Other","USA","clinical",NA,NA,"Other",8,8,2016,"Human","USA, General"
"Other","USA","clinical",NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",20,4,2015,"Human","USA, General"
"Other","USA","clinical",NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",14,10,2015,"Human","USA, General"
"Other","USA","clinical",NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",13,7,2015,"Human","USA, General"
"Other","USA","clinical",NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE",21,3,2016,"Human","USA, General"
"Other","USA","clinical",NA,NA,"Other",30,3,2015,"Human","USA, General"
"Other","USA","clinical",NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",10,12,2014,"Human","USA, General"
"Other","USA","clinical",NA,NA,"Other",9,11,2015,"Human","USA, General"
"Other","USA","clinical",NA,NA,"Other",19,9,2016,"Human","USA, General"
"Other","USA","clinical",NA,NA,"Other",25,4,2016,"Human","USA, General"
"Other","USA","clinical",NA,NA,"Other",1,6,2015,"Human","USA, General"
"Other","USA","clinical",NA,NA,"Other",9,3,2015,"Human","USA, General"
"Other","USA","clinical",NA,NA,"Other",31,10,2016,"Human","USA, General"
"Other","USA","clinical",NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE",24,10,2016,"Human","USA, General"
"Other","NC","clinical",NA,NA,"Other",5,10,2014,"Human","South"
"Other","NC","clinical",NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",13,7,2015,"Human","South"
"Other","NC","clinical",NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",13,11,2015,"Human","South"
"Other","NC","clinical",NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",18,3,2015,"Human","South"
"Other","DE","environmental/other",NA,NA,"Other",12,7,2016,"Cattle","South"
"Other","NE",NA,NA,NA,"Other",18,11,2014,"Missing and Other","Midwest"
"Other","IA",NA,NA,NA,"Other",1,10,2014,"Missing and Other","Midwest"
"Other","IA",NA,NA,NA,"Other",20,12,2013,"Missing and Other","Midwest"
"Other","IA",NA,NA,NA,"Other",2,1,2014,"Missing and Other","Midwest"
"Other","IA",NA,NA,NA,"Other",25,11,2014,"Missing and Other","Midwest"
"Other","OH",NA,NA,NA,"Other",19,11,2014,"Missing and Other","Midwest"
"Other","UT",NA,NA,NA,"Other",17,10,2014,"Missing and Other","West"
"Other","IA",NA,NA,NA,"Other",21,10,2014,"Missing and Other","Midwest"
"Other","MN",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,tet(A)=COMPLETE",4,12,2014,"Missing and Other","Midwest"
"Other","SD",NA,NA,NA,"Other",19,9,2014,"Missing and Other","Midwest"
"Other","IA",NA,NA,NA,"Other",22,9,2014,"Missing and Other","Midwest"
"Other","IA",NA,NA,NA,"Other",24,9,2014,"Missing and Other","Midwest"
"Other","IA",NA,NA,NA,"Other",6,11,2014,"Missing and Other","Midwest"
"Other","IL",NA,NA,NA,"Other",15,10,2014,"Missing and Other","Midwest"
"Other","NC",NA,NA,NA,"Other",3,12,2014,"Missing and Other","South"
"Other","MN",NA,NA,NA,"Other",19,11,2014,"Missing and Other","Midwest"
"Other","IA",NA,NA,NA,"Other",27,10,2014,"Missing and Other","Midwest"
"Other","MO",NA,NA,NA,"Other",20,11,2014,"Missing and Other","Midwest"
"Other","NC",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",15,9,2014,"Missing and Other","South"
"Other","MI",NA,NA,NA,"Other",17,10,2014,"Missing and Other","Midwest"
"Other","WI",NA,NA,NA,"Other",8,9,2014,"Missing and Other","Midwest"
"Other","VA",NA,NA,NA,"Other",29,8,2014,"Missing and Other","South"
"Other","IA",NA,NA,NA,"Other",3,10,2014,"Missing and Other","Midwest"
"Other","IN",NA,NA,NA,"Other",16,9,2014,"Missing and Other","Midwest"
"Other","OH",NA,NA,NA,"Other",13,1,2014,"Missing and Other","Midwest"
"Other","IA",NA,NA,NA,"Other",25,7,2014,"Missing and Other","Midwest"
"Other","IA",NA,NA,NA,"Other",10,1,2014,"Missing and Other","Midwest"
"Other","IL",NA,NA,NA,"Other",17,2,2014,"Missing and Other","Midwest"
"O145:H28","USA","environmental/other",NA,NA,"Other",23,6,2013,"Cattle","USA, General"
"O145:H28","USA","environmental/other",NA,NA,"Other",2,6,2014,"Cattle","USA, General"
"O145:H28","USA","environmental/other",NA,NA,"Other",23,6,2014,"Cattle","USA, General"
"O-:H28","USA","environmental/other",NA,NA,"Other",11,8,2014,"Cattle","USA, General"
"Other","MS",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",15,6,2015,"Missing and Other","South"
"Other","MS",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",22,6,2015,"Missing and Other","South"
"Other","MS",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",22,6,2015,"Missing and Other","South"
"Other","MS",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",15,6,2015,"Missing and Other","South"
"Other","MS",NA,NA,NA,"Other",15,6,2015,"Missing and Other","South"
"Other","MS",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",15,6,2015,"Missing and Other","South"
"Other","MS",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",15,6,2015,"Missing and Other","South"
"Other","MS",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",3,8,2015,"Missing and Other","South"
"Other","MS",NA,NA,NA,"Other",31,8,2015,"Missing and Other","South"
